url,category,title
https://www.smbc-comics.com/rss,HUMOR,SMBC
https://www.dilbert.com/feed,HUMOR,Dilbert
https://www.theonion.com/rss,HUMOR,The Onion
https://www.theonion.com/rss/news,HUMOR,The Onion News
https://harddrive.lol/rss,HUMOR,Hard Drive
https://www.theshovel.com.au/feed,HUMOR,The Shovel
https://www.newyorker.com/feed/humor,HUMOR,New Yorker Humor
https://clickhole.com/feed,HUMOR,ClickHole
https://www.bees.help/feed,HUMOR,Bees Help
https://data.gdeltproject.org/blog/feed,DESIGN,GDELT Blog
https://www.smashingmagazine.com/feed,DESIGN,Smashing Magazine
https://alistapart.com/main/feed,DESIGN,A List Apart
https://css-tricks.com/feed,DESIGN,CSS-Tricks
https://uxdesign.cc/feed,DESIGN,UX Design
https://www.creativebloq.com/rss.xml,DESIGN,Creative Bloq
https://www.designboom.com/feed,DESIGN,Designboom
https://www.dezeen.com/feed,DESIGN,Dezeen
https://www.archdaily.com/feed,DESIGN,ArchDaily
https://www.behance.net/feeds/recent,DESIGN,Behance
https://dribbble.com/stories/feed,DESIGN,Dribbble Stories
https://www.designweek.co.uk/feed,DESIGN,Design Week
https://www.itsnicethat.com/feed,DESIGN,Its Nice That
https://eyeondesign.aiga.org/feed,DESIGN,Eye on Design
https://www.fonts.com/rss/news,DESIGN,Fonts News
https://feeds.feedburner.com/TEDTalks,DESIGN,TED Talks
https://www.designmodo.com/feed,DESIGN,Designmodo
https://www.webdesignerdepot.com/rss,DESIGN,Web Designer Depot
https://landing.google.com/sre/feed.xml,WORK,Google SRE
https://stories.jobbio.com/feed,WORK,Business of Work
https://charlesleifer.com/feed,WORK,Charles Leifer
https://kalzumeus.com/feed,WORK,Kalzumeus
https://www.kitchensoap.com/feed,WORK,Kitchen Soap
https://www.humanresourcesonline.net/feed,WORK,HR Online
https://www.managementtoday.co.uk/rss,WORK,Management Today
https://www.forbes.com/work/feed,WORK,Forbes Work
https://www.bloomberg.com/feed/business,WORK,Bloomberg Business
https://hbr.org/rss/section/life-at-work,WORK,HBR Life at Work
https://news.harvard.edu/gazette/rss/all,WORK,Harvard Gazette
https://www.mckinsey.com/feed,WORK,McKinsey
https://www.bcg.com/feed,WORK,BCG Insights
https://www.strategy-business.com/feed,WORK,Strategy+Business
https://www.zephoria.org/thoughts/feed,WORK,Zephoria
https://otherinter.net/feed,,Other Inter
https://www.404media.co/feed,,404 Media
https://www.niemanlab.org/feed,,Nieman Lab
https://ethanmarcotte.com/feed,,Ethan Marcotte
https://adactio.com/feed,,Adactio
https://lethain.com/feed,,Lethain
https://apenwarr.ca/feed,,Apenwarr
https://blog.nelhage.com/feed,,NELHAGE
https://gist.github.com/feed,,Gist Blog
https://www.jeffgeerling.com/blog/feed,,Jeff Geerling
